#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/gost28147-89_latest/verilog/osu035/gost89_ecb_decrypt.v --output_format txt --do-not-zip -o adjlist/gost28147-89_latest/osu035/gost89_ecb_decrypt -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 12:13:16 2025
# 
INPUT_clk DFFPOSX1_1 DFFPOSX1_2 DFFPOSX1_3 DFFPOSX1_4 DFFPOSX1_5 DFFPOSX1_6 DFFPOSX1_7 DFFPOSX1_8 DFFPOSX1_9 DFFPOSX1_10 DFFPOSX1_11 DFFPOSX1_12 DFFPOSX1_13 DFFPOSX1_14 DFFPOSX1_15 DFFPOSX1_16 DFFPOSX1_17 DFFPOSX1_18 DFFPOSX1_19 DFFPOSX1_20 DFFPOSX1_21 DFFPOSX1_22 DFFPOSX1_23 DFFPOSX1_24 DFFPOSX1_25 DFFPOSX1_26 DFFPOSX1_27 DFFPOSX1_28 DFFPOSX1_29 DFFPOSX1_30 DFFPOSX1_31 DFFPOSX1_32 DFFPOSX1_33 DFFPOSX1_34 DFFPOSX1_35 DFFPOSX1_36 DFFPOSX1_37 DFFPOSX1_38 DFFPOSX1_39 DFFPOSX1_40 DFFPOSX1_41 DFFPOSX1_42 DFFPOSX1_43 DFFPOSX1_44 DFFPOSX1_45 DFFPOSX1_46 DFFPOSX1_47 DFFPOSX1_48 DFFPOSX1_49 DFFPOSX1_50 DFFPOSX1_51 DFFPOSX1_52 DFFPOSX1_53 DFFPOSX1_54 DFFPOSX1_55 DFFPOSX1_56 DFFPOSX1_57 DFFPOSX1_58 DFFPOSX1_59 DFFPOSX1_60 DFFPOSX1_61 DFFPOSX1_62 DFFPOSX1_63 DFFPOSX1_64 DFFPOSX1_65 DFFPOSX1_66 DFFPOSX1_67 DFFPOSX1_68 DFFPOSX1_69 DFFPOSX1_70 DFFPOSX1_71 DFFPOSX1_72 DFFPOSX1_73 DFFPOSX1_74 DFFPOSX1_75 DFFPOSX1_76 DFFPOSX1_77 DFFPOSX1_78 DFFPOSX1_79 DFFPOSX1_80 DFFPOSX1_81 DFFPOSX1_82 DFFPOSX1_83 DFFPOSX1_84 DFFPOSX1_85 DFFPOSX1_86 DFFPOSX1_87 DFFPOSX1_88 DFFPOSX1_89 DFFPOSX1_90 DFFPOSX1_91 DFFPOSX1_92 DFFPOSX1_93 DFFPOSX1_94 DFFPOSX1_95 DFFPOSX1_96 DFFPOSX1_97 DFFPOSX1_98 DFFPOSX1_99 DFFPOSX1_100 DFFPOSX1_101 DFFPOSX1_102 DFFPOSX1_103 DFFPOSX1_104 DFFPOSX1_105 DFFPOSX1_106 DFFPOSX1_107 DFFPOSX1_108 DFFPOSX1_109 DFFPOSX1_110 DFFPOSX1_111 DFFPOSX1_112 DFFPOSX1_113 DFFPOSX1_114 DFFPOSX1_115 DFFPOSX1_116 DFFPOSX1_117 DFFPOSX1_118 DFFPOSX1_119 DFFPOSX1_120 DFFPOSX1_121 DFFPOSX1_122 DFFPOSX1_123 DFFPOSX1_124 DFFPOSX1_125 DFFPOSX1_126 DFFPOSX1_127 DFFPOSX1_128 DFFPOSX1_129 DFFPOSX1_130 DFFPOSX1_131 DFFPOSX1_132 DFFPOSX1_133 DFFPOSX1_134 DFFPOSX1_135 DFFPOSX1_136 DFFPOSX1_137 DFFPOSX1_138 DFFPOSX1_139 DFFPOSX1_140 DFFPOSX1_141 DFFPOSX1_142 DFFPOSX1_143 DFFPOSX1_144 DFFPOSX1_145 DFFPOSX1_146 DFFPOSX1_147 DFFPOSX1_148 DFFPOSX1_149 DFFPOSX1_150 DFFPOSX1_151 DFFPOSX1_152 DFFPOSX1_153 DFFPOSX1_154 DFFPOSX1_155 DFFPOSX1_156 DFFPOSX1_157 DFFPOSX1_158 DFFPOSX1_159 DFFPOSX1_160 DFFPOSX1_161 DFFPOSX1_162 DFFPOSX1_163 DFFPOSX1_164 DFFPOSX1_165 DFFPOSX1_166 DFFPOSX1_167
INPUT_reset NOR2X1_2 NOR2X1_75 INVX1_73
INPUT_load_data NOR2X1_2 MUX2X1_1 MUX2X1_2 MUX2X1_3 MUX2X1_4 MUX2X1_5 MUX2X1_6 MUX2X1_7 MUX2X1_8 MUX2X1_9 MUX2X1_10 MUX2X1_11 MUX2X1_12 MUX2X1_13 MUX2X1_14 MUX2X1_15 MUX2X1_16 MUX2X1_17 MUX2X1_18 MUX2X1_19 MUX2X1_20 MUX2X1_21 MUX2X1_22 MUX2X1_23 MUX2X1_24 MUX2X1_25 MUX2X1_26 MUX2X1_27 MUX2X1_28 MUX2X1_29 MUX2X1_30 MUX2X1_31 MUX2X1_32 MUX2X1_33 MUX2X1_34 MUX2X1_35 MUX2X1_36 MUX2X1_37 MUX2X1_38 MUX2X1_39 MUX2X1_40 MUX2X1_41 MUX2X1_42 MUX2X1_43 MUX2X1_44 MUX2X1_45 MUX2X1_46 MUX2X1_47 MUX2X1_48 MUX2X1_49 MUX2X1_50 MUX2X1_51 MUX2X1_52 MUX2X1_53 MUX2X1_54 MUX2X1_55 MUX2X1_56 MUX2X1_57 MUX2X1_58 MUX2X1_59 MUX2X1_60 MUX2X1_61 MUX2X1_62 MUX2X1_63 MUX2X1_64 AOI21X1_68 AOI21X1_69
INPUT_\sbox[0]  NAND3X1_330
INPUT_\sbox[406]  INVX1_293
INPUT_\sbox[407]  INVX1_299
INPUT_\sbox[408]  INVX1_282
INPUT_\sbox[409]  INVX1_288
INPUT_\sbox[410]  INVX1_294
INPUT_\sbox[411]  INVX1_300
INPUT_\sbox[412]  NAND3X1_116
INPUT_\sbox[413]  NAND3X1_125
INPUT_\sbox[414]  NAND3X1_134
INPUT_\sbox[415]  NAND3X1_143
INPUT_\sbox[416]  NAND2X1_171
INPUT_\sbox[417]  NAND2X1_173
INPUT_\sbox[418]  NAND2X1_175
INPUT_\sbox[419]  NAND2X1_177
INPUT_\sbox[420]  INVX1_276
INPUT_\sbox[421]  INVX1_286
INPUT_\sbox[422]  INVX1_292
INPUT_\sbox[423]  INVX1_298
INPUT_\sbox[424]  NAND3X1_110
INPUT_\sbox[425]  NAND3X1_119
INPUT_\sbox[426]  NAND3X1_128
INPUT_\sbox[427]  NAND3X1_137
INPUT_\sbox[428]  NAND3X1_112
INPUT_\sbox[429]  NAND3X1_121
INPUT_\sbox[430]  NAND3X1_130
INPUT_\sbox[431]  NAND3X1_139
INPUT_\sbox[432]  NAND3X1_111
INPUT_\sbox[433]  NAND3X1_120
INPUT_\sbox[434]  NAND3X1_129
INPUT_\sbox[435]  NAND3X1_138
INPUT_\sbox[436]  INVX1_283
INPUT_\sbox[437]  INVX1_289
INPUT_\sbox[438]  INVX1_295
INPUT_\sbox[439]  INVX1_301
INPUT_\sbox[440]  INVX1_284
INPUT_\sbox[441]  INVX1_290
INPUT_\sbox[442]  INVX1_296
INPUT_\sbox[443]  INVX1_302
INPUT_\sbox[444]  NAND3X1_113
INPUT_\sbox[445]  NAND3X1_122
INPUT_\sbox[446]  NAND3X1_131
INPUT_\sbox[447]  NAND3X1_140
INPUT_\sbox[448]  NAND3X1_78
INPUT_\sbox[449]  NAND3X1_87
INPUT_\sbox[450]  NAND3X1_96
INPUT_\sbox[451]  NAND3X1_105
INPUT_\sbox[452]  INVX1_257
INPUT_\sbox[453]  INVX1_263
INPUT_\sbox[454]  INVX1_269
INPUT_\sbox[455]  INVX1_275
INPUT_\sbox[456]  NAND2X1_150
INPUT_\sbox[457]  NAND2X1_154
INPUT_\sbox[458]  NAND2X1_156
INPUT_\sbox[459]  NAND2X1_158
INPUT_\sbox[460]  AOI22X1_39
INPUT_\sbox[461]  AOI22X1_40
INPUT_\sbox[462]  AOI22X1_41
INPUT_\sbox[463]  AOI22X1_42
INPUT_\sbox[464]  AOI22X1_39
INPUT_\sbox[465]  AOI22X1_40
INPUT_\sbox[466]  AOI22X1_41
INPUT_\sbox[467]  AOI22X1_42
INPUT_\sbox[468]  INVX1_253
INPUT_\sbox[469]  INVX1_259
INPUT_\sbox[470]  INVX1_265
INPUT_\sbox[471]  INVX1_271
INPUT_\sbox[472]  INVX1_254
INPUT_\sbox[473]  INVX1_260
INPUT_\sbox[474]  INVX1_266
INPUT_\sbox[475]  INVX1_272
INPUT_\sbox[476]  NAND3X1_80
INPUT_\sbox[477]  NAND3X1_89
INPUT_\sbox[478]  NAND3X1_98
INPUT_\sbox[479]  NAND3X1_107
INPUT_\sbox[480]  NAND2X1_153
INPUT_\sbox[481]  NAND2X1_155
INPUT_\sbox[482]  NAND2X1_157
INPUT_\sbox[483]  NAND2X1_159
INPUT_\sbox[484]  INVX1_248
INPUT_\sbox[485]  INVX1_258
INPUT_\sbox[486]  INVX1_264
INPUT_\sbox[487]  INVX1_270
INPUT_\sbox[488]  NAND3X1_74
INPUT_\sbox[489]  NAND3X1_83
INPUT_\sbox[490]  NAND3X1_92
INPUT_\sbox[491]  NAND3X1_101
INPUT_\sbox[492]  NAND3X1_76
INPUT_\sbox[493]  NAND3X1_85
INPUT_\sbox[494]  NAND3X1_94
INPUT_\sbox[495]  NAND3X1_103
INPUT_\sbox[496]  NAND3X1_75
INPUT_\sbox[497]  NAND3X1_84
INPUT_\sbox[498]  NAND3X1_93
INPUT_\sbox[499]  NAND3X1_102
INPUT_\sbox[500]  INVX1_255
INPUT_\sbox[501]  INVX1_261
INPUT_\sbox[502]  INVX1_267
INPUT_\sbox[503]  INVX1_273
INPUT_\sbox[504]  INVX1_256
INPUT_\sbox[505]  INVX1_262
INPUT_\sbox[506]  INVX1_268
INPUT_\sbox[507]  INVX1_274
INPUT_\sbox[508]  NAND3X1_77
INPUT_\sbox[509]  NAND3X1_86
INPUT_\sbox[510]  NAND3X1_95
INPUT_\sbox[511]  NAND3X1_104
INPUT_\key[0]  OAI21X1_75
INPUT_\key[1]  OAI21X1_76
INPUT_\key[2]  OAI21X1_77
INPUT_\key[3]  OAI21X1_78
INPUT_\key[4]  OAI21X1_79
INPUT_\key[5]  OAI21X1_80
INPUT_\key[6]  OAI21X1_81
INPUT_\key[7]  OAI21X1_82
INPUT_\key[8]  OAI21X1_83
INPUT_\key[9]  OAI21X1_84
INPUT_\key[10]  OAI21X1_85
INPUT_\key[11]  OAI21X1_86
INPUT_\key[12]  OAI21X1_87
INPUT_\key[13]  OAI21X1_88
INPUT_\key[14]  OAI21X1_89
INPUT_\key[15]  OAI21X1_90
INPUT_\key[16]  OAI21X1_91
INPUT_\key[17]  OAI21X1_92
INPUT_\key[18]  OAI21X1_93
INPUT_\key[19]  OAI21X1_94
INPUT_\key[20]  OAI21X1_95
INPUT_\key[21]  OAI21X1_96
INPUT_\key[22]  OAI21X1_97
INPUT_\key[23]  OAI21X1_98
INPUT_\key[24]  OAI21X1_99
INPUT_\key[25]  OAI21X1_100
INPUT_\key[26]  OAI21X1_101
INPUT_\key[27]  OAI21X1_102
INPUT_\key[28]  OAI21X1_103
INPUT_\key[29]  OAI21X1_104
INPUT_\key[30]  OAI21X1_105
INPUT_\key[31]  OAI21X1_106
INPUT_\key[32]  AOI21X1_70
INPUT_\key[33]  AOI21X1_73
INPUT_\key[34]  AOI21X1_74
INPUT_\key[35]  AOI21X1_75
INPUT_\key[36]  AOI21X1_76
INPUT_\key[37]  AOI21X1_77
INPUT_\key[38]  AOI21X1_78
INPUT_\key[39]  AOI21X1_79
INPUT_\key[40]  AOI21X1_80
INPUT_\key[41]  AOI21X1_81
INPUT_\key[42]  AOI21X1_82
INPUT_\key[43]  AOI21X1_83
INPUT_\key[44]  AOI21X1_84
INPUT_\key[45]  AOI21X1_85
INPUT_\key[46]  AOI21X1_86
INPUT_\key[47]  AOI21X1_87
INPUT_\key[48]  AOI21X1_88
INPUT_\key[49]  AOI21X1_89
INPUT_\key[50]  AOI21X1_90
INPUT_\key[51]  AOI21X1_91
INPUT_\key[52]  AOI21X1_92
INPUT_\key[53]  AOI21X1_93
INPUT_\key[54]  AOI21X1_94
INPUT_\key[55]  AOI21X1_95
INPUT_\key[56]  AOI21X1_96
INPUT_\key[57]  AOI21X1_97
INPUT_\key[58]  AOI21X1_98
INPUT_\key[59]  AOI21X1_99
INPUT_\key[60]  AOI21X1_100
INPUT_\key[61]  AOI21X1_101
INPUT_\key[62]  AOI21X1_102
INPUT_\key[63]  AOI21X1_103
INPUT_\key[64]  INVX1_79
INPUT_\key[65]  INVX1_85
INPUT_\key[66]  INVX1_89
INPUT_\key[67]  INVX1_93
INPUT_\key[68]  INVX1_97
INPUT_\key[69]  INVX1_101
INPUT_\key[70]  INVX1_105
INPUT_\key[71]  INVX1_109
INPUT_\key[72]  INVX1_113
INPUT_\key[73]  INVX1_117
INPUT_\key[74]  INVX1_121
INPUT_\key[75]  INVX1_125
INPUT_\key[76]  INVX1_129
INPUT_\key[77]  INVX1_133
INPUT_\key[78]  INVX1_137
INPUT_\key[79]  INVX1_141
INPUT_\key[80]  INVX1_145
INPUT_\key[81]  INVX1_149
INPUT_\key[82]  INVX1_153
INPUT_\key[83]  INVX1_157
INPUT_\key[84]  INVX1_161
INPUT_\key[85]  INVX1_165
INPUT_\key[86]  INVX1_169
INPUT_\key[87]  INVX1_173
INPUT_\key[88]  INVX1_177
INPUT_\key[89]  INVX1_181
INPUT_\key[90]  INVX1_185
INPUT_\key[91]  INVX1_189
INPUT_\key[92]  INVX1_193
INPUT_\key[93]  INVX1_197
INPUT_\key[94]  INVX1_201
INPUT_\key[95]  INVX1_205
INPUT_\key[96]  NAND3X1_4
INPUT_\key[97]  NAND3X1_7
INPUT_\key[98]  NAND3X1_9
INPUT_\key[99]  NAND3X1_11
INPUT_\key[100]  NAND3X1_13
INPUT_\key[101]  NAND3X1_15
INPUT_\key[102]  NAND3X1_17
INPUT_\key[103]  NAND3X1_19
INPUT_\key[104]  NAND3X1_21
INPUT_\key[105]  NAND3X1_23
INPUT_\key[106]  NAND3X1_25
INPUT_\key[107]  NAND3X1_27
INPUT_\key[108]  NAND3X1_29
INPUT_\key[109]  NAND3X1_31
INPUT_\key[110]  NAND3X1_33
INPUT_\key[111]  NAND3X1_35
INPUT_\key[112]  NAND3X1_37
INPUT_\key[113]  NAND3X1_39
INPUT_\key[114]  NAND3X1_41
INPUT_\key[115]  NAND3X1_43
INPUT_\key[116]  NAND3X1_45
INPUT_\key[117]  NAND3X1_47
INPUT_\key[118]  NAND3X1_49
INPUT_\key[119]  NAND3X1_51
INPUT_\key[120]  NAND3X1_53
INPUT_\key[121]  NAND3X1_55
INPUT_\key[122]  NAND3X1_57
INPUT_\key[123]  NAND3X1_59
INPUT_\key[124]  NAND3X1_61
INPUT_\key[125]  NAND3X1_63
INPUT_\key[126]  NAND3X1_65
INPUT_\key[127]  NAND3X1_67
INPUT_\key[128]  AOI22X1_4
INPUT_\key[129]  AOI22X1_8
INPUT_\key[130]  AOI22X1_9
INPUT_\key[131]  AOI22X1_10
INPUT_\key[132]  AOI22X1_11
INPUT_\key[133]  AOI22X1_12
INPUT_\key[134]  AOI22X1_13
INPUT_\key[135]  AOI22X1_14
INPUT_\key[136]  AOI22X1_15
INPUT_\key[137]  AOI22X1_16
INPUT_\key[138]  AOI22X1_17
INPUT_\key[139]  AOI22X1_18
INPUT_\key[140]  AOI22X1_19
INPUT_\key[141]  AOI22X1_20
INPUT_\key[142]  AOI22X1_21
INPUT_\key[143]  AOI22X1_22
INPUT_\key[144]  AOI22X1_23
INPUT_\key[145]  AOI22X1_24
INPUT_\key[146]  AOI22X1_25
INPUT_\key[147]  AOI22X1_26
INPUT_\key[148]  AOI22X1_27
INPUT_\key[149]  AOI22X1_28
INPUT_\key[150]  AOI22X1_29
INPUT_\key[151]  AOI22X1_30
INPUT_\key[152]  AOI22X1_31
INPUT_\key[153]  AOI22X1_32
INPUT_\key[154]  AOI22X1_33
INPUT_\key[155]  AOI22X1_34
INPUT_\key[156]  AOI22X1_35
INPUT_\key[157]  AOI22X1_36
INPUT_\key[158]  AOI22X1_37
INPUT_\key[159]  AOI22X1_38
INPUT_\key[160]  INVX1_82
INPUT_\key[161]  INVX1_87
INPUT_\key[162]  INVX1_91
INPUT_\key[163]  INVX1_95
INPUT_\key[164]  INVX1_99
INPUT_\key[165]  INVX1_103
INPUT_\key[166]  INVX1_107
INPUT_\key[167]  INVX1_111
INPUT_\key[168]  INVX1_115
INPUT_\key[169]  INVX1_119
INPUT_\key[170]  INVX1_123
INPUT_\key[171]  INVX1_127
INPUT_\key[172]  INVX1_131
INPUT_\key[173]  INVX1_135
INPUT_\key[174]  INVX1_139
INPUT_\key[175]  INVX1_143
INPUT_\key[176]  INVX1_147
INPUT_\key[177]  INVX1_151
INPUT_\key[178]  INVX1_155
INPUT_\key[179]  INVX1_159
INPUT_\key[180]  INVX1_163
INPUT_\key[181]  INVX1_167
INPUT_\key[182]  INVX1_171
INPUT_\key[183]  INVX1_175
INPUT_\key[184]  INVX1_179
INPUT_\key[185]  INVX1_183
INPUT_\key[186]  INVX1_187
INPUT_\key[187]  INVX1_191
INPUT_\key[188]  INVX1_195
INPUT_\key[189]  INVX1_199
INPUT_\key[190]  INVX1_203
INPUT_\key[191]  INVX1_207
INPUT_\key[192]  INVX1_78
INPUT_\key[193]  INVX1_86
INPUT_\key[194]  INVX1_88
INPUT_\key[195]  INVX1_92
INPUT_\key[196]  INVX1_98
INPUT_\key[197]  INVX1_100
INPUT_\key[198]  INVX1_106
INPUT_\key[199]  INVX1_108
INPUT_\key[200]  INVX1_112
INPUT_\key[201]  INVX1_116
INPUT_\key[202]  INVX1_120
INPUT_\key[203]  INVX1_126
INPUT_\key[204]  INVX1_130
INPUT_\key[205]  INVX1_132
INPUT_\key[206]  INVX1_138
INPUT_\key[207]  INVX1_142
INPUT_\key[208]  INVX1_146
INPUT_\key[209]  INVX1_148
INPUT_\key[210]  INVX1_152
INPUT_\key[211]  INVX1_156
INPUT_\key[212]  INVX1_160
INPUT_\key[213]  INVX1_166
INPUT_\key[214]  INVX1_170
INPUT_\key[215]  INVX1_174
INPUT_\key[216]  INVX1_176
INPUT_\key[217]  INVX1_180
INPUT_\key[218]  INVX1_186
INPUT_\key[219]  INVX1_190
INPUT_\key[220]  INVX1_192
INPUT_\key[221]  INVX1_198
INPUT_\key[222]  INVX1_202
INPUT_\key[223]  INVX1_206
INPUT_\key[224]  INVX1_81
INPUT_\key[225]  INVX1_84
INPUT_\key[226]  INVX1_90
INPUT_\key[227]  INVX1_94
INPUT_\key[228]  INVX1_96
INPUT_\key[229]  INVX1_102
INPUT_\key[230]  INVX1_104
INPUT_\key[231]  INVX1_110
INPUT_\key[232]  INVX1_114
INPUT_\key[233]  INVX1_118
INPUT_\key[234]  INVX1_122
INPUT_\key[235]  INVX1_124
INPUT_\key[236]  INVX1_128
INPUT_\key[237]  INVX1_134
INPUT_\key[238]  INVX1_136
INPUT_\key[239]  INVX1_140
INPUT_\key[240]  INVX1_144
INPUT_\key[241]  INVX1_150
INPUT_\key[242]  INVX1_154
INPUT_\key[243]  INVX1_158
INPUT_\key[244]  INVX1_162
INPUT_\key[245]  INVX1_164
INPUT_\key[246]  INVX1_168
INPUT_\key[247]  INVX1_172
INPUT_\key[248]  INVX1_178
INPUT_\key[249]  INVX1_182
INPUT_\key[250]  INVX1_184
INPUT_\key[251]  INVX1_188
INPUT_\key[252]  INVX1_194
INPUT_\key[253]  INVX1_196
INPUT_\key[254]  INVX1_200
INPUT_\key[255]  INVX1_204
INPUT_\in[0]  MUX2X1_1
INPUT_\in[1]  MUX2X1_2
INPUT_\in[2]  MUX2X1_3
INPUT_\in[3]  MUX2X1_4
INPUT_\in[4]  MUX2X1_5
INPUT_\in[5]  MUX2X1_6
INPUT_\in[6]  MUX2X1_7
INPUT_\in[7]  MUX2X1_8
INPUT_\in[8]  MUX2X1_9
INPUT_\in[9]  MUX2X1_10
INPUT_\in[10]  MUX2X1_11
INPUT_\in[11]  MUX2X1_12
INPUT_\in[12]  MUX2X1_13
INPUT_\in[13]  MUX2X1_14
INPUT_\in[14]  MUX2X1_15
INPUT_\in[15]  MUX2X1_16
INPUT_\in[16]  MUX2X1_17
INPUT_\in[17]  MUX2X1_18
INPUT_\in[18]  MUX2X1_19
INPUT_\in[19]  MUX2X1_20
INPUT_\in[20]  MUX2X1_21
INPUT_\in[21]  MUX2X1_22
INPUT_\in[22]  MUX2X1_23
INPUT_\in[23]  MUX2X1_24
INPUT_\in[24]  MUX2X1_25
INPUT_\in[25]  MUX2X1_26
INPUT_\in[26]  MUX2X1_27
INPUT_\in[27]  MUX2X1_28
INPUT_\in[28]  MUX2X1_29
INPUT_\in[29]  MUX2X1_30
INPUT_\in[30]  MUX2X1_31
INPUT_\in[31]  MUX2X1_32
INPUT_\in[32]  MUX2X1_33
INPUT_\in[33]  MUX2X1_34
INPUT_\in[34]  MUX2X1_35
INPUT_\in[35]  MUX2X1_36
INPUT_\in[36]  MUX2X1_37
INPUT_\in[37]  MUX2X1_38
INPUT_\in[38]  MUX2X1_39
INPUT_\in[39]  MUX2X1_40
INPUT_\in[40]  MUX2X1_41
INPUT_\in[41]  MUX2X1_42
INPUT_\in[42]  MUX2X1_43
INPUT_\in[43]  MUX2X1_44
INPUT_\in[44]  MUX2X1_45
INPUT_\in[45]  MUX2X1_46
INPUT_\in[46]  MUX2X1_47
INPUT_\in[47]  MUX2X1_48
INPUT_\in[48]  MUX2X1_49
INPUT_\in[49]  MUX2X1_50
INPUT_\in[50]  MUX2X1_51
INPUT_\in[51]  MUX2X1_52
INPUT_\in[52]  MUX2X1_53
INPUT_\in[53]  MUX2X1_54
INPUT_\in[54]  MUX2X1_55
INPUT_\in[55]  MUX2X1_56
INPUT_\in[56]  MUX2X1_57
INPUT_\in[57]  MUX2X1_58
INPUT_\in[58]  MUX2X1_59
INPUT_\in[59]  MUX2X1_60
INPUT_\in[60]  MUX2X1_61
INPUT_\in[61]  MUX2X1_62
INPUT_\in[62]  MUX2X1_63
INPUT_\in[63]  MUX2X1_64
OUTPUT_\out[0] 
OUTPUT_\out[1] 
OUTPUT_\out[2] 
OUTPUT_\out[3] 
OUTPUT_\out[4] 
OUTPUT_\out[5] 
OUTPUT_\out[6] 
OUTPUT_\out[7] 
OUTPUT_\out[8] 
OUTPUT_\out[9] 
OUTPUT_\out[10] 
OUTPUT_\out[11] 
OUTPUT_\out[12] 
OUTPUT_\out[13] 
OUTPUT_\out[14] 
OUTPUT_\out[15] 
OUTPUT_\out[16] 
OUTPUT_\out[17] 
OUTPUT_\out[18] 
OUTPUT_\out[19] 
OUTPUT_\out[20] 
OUTPUT_\out[21] 
OUTPUT_\out[22] 
OUTPUT_\out[23] 
OUTPUT_\out[24] 
OUTPUT_\out[25] 
OUTPUT_\out[26] 
OUTPUT_\out[27] 
OUTPUT_\out[28] 
OUTPUT_\out[29] 
OUTPUT_\out[30] 
OUTPUT_\out[31] 
OUTPUT_\out[32] 
OUTPUT_\out[33] 
OUTPUT_\out[34] 
OUTPUT_\out[35] 
OUTPUT_\out[36] 
OUTPUT_\out[37] 
OUTPUT_\out[38] 
OUTPUT_\out[39] 
OUTPUT_\out[40] 
OUTPUT_\out[41] 
OUTPUT_\out[42] 
OUTPUT_\out[43] 
OUTPUT_\out[44] 
OUTPUT_\out[45] 
OUTPUT_\out[46] 
OUTPUT_\out[47] 
OUTPUT_\out[48] 
OUTPUT_\out[49] 
OUTPUT_\out[50] 
OUTPUT_\out[51] 
OUTPUT_\out[52] 
OUTPUT_\out[53] 
OUTPUT_\out[54] 
OUTPUT_\out[55] 
OUTPUT_\out[56] 
OUTPUT_\out[57] 
OUTPUT_\out[58] 
OUTPUT_\out[59] 
OUTPUT_\out[60] 
OUTPUT_\out[61] 
OUTPUT_\out[62] 
OUTPUT_\out[63] 
OUTPUT_busy
INVX1_1 AOI21X1_1
OR2X2_1 NOR2X1_1 INVX1_80 AOI21X1_71 OAI22X1_4 NOR2X1_80
OR2X2_2 NOR2X1_1 OAI22X1_1 AOI21X1_71 OAI22X1_3 OAI22X1_4
NOR2X1_1 AND2X2_1 AOI21X1_65
NOR2X1_2 INVX1_2 NAND2X1_2 OAI21X1_65 OAI21X1_66 OAI21X1_67 OAI21X1_70
INVX1_2 NOR2X1_3 NOR2X1_74
INVX1_3 NAND2X1_1 AOI21X1_67
NAND2X1_1 NOR2X1_3
NOR2X1_3 AND2X2_1
AND2X2_1 NOR2X1_4 AOI21X1_1 NOR2X1_5 AOI21X1_2 NOR2X1_6 AOI21X1_3 NOR2X1_7 AOI21X1_4 NOR2X1_8 AOI21X1_5 NOR2X1_9 AOI21X1_6 NOR2X1_10 AOI21X1_7 NOR2X1_11 AOI21X1_8 NOR2X1_12 AOI21X1_9 NOR2X1_13 AOI21X1_10 NOR2X1_14 AOI21X1_11 NOR2X1_15 AOI21X1_12 NOR2X1_16 AOI21X1_13 NOR2X1_17 AOI21X1_14 NOR2X1_18 AOI21X1_15 NOR2X1_19 AOI21X1_16 NOR2X1_20 AOI21X1_17 NOR2X1_21 AOI21X1_18 NOR2X1_22 AOI21X1_19 NOR2X1_23 AOI21X1_20 NOR2X1_24 AOI21X1_21 NOR2X1_25 AOI21X1_22 NOR2X1_26 AOI21X1_23 NOR2X1_27 AOI21X1_24 NOR2X1_28 AOI21X1_25 NOR2X1_29 AOI21X1_26 NOR2X1_30 AOI21X1_27 NOR2X1_31 AOI21X1_28 NOR2X1_32 AOI21X1_29 NOR2X1_33 AOI21X1_30 NOR2X1_34 AOI21X1_31 NOR2X1_35 AOI21X1_32 NOR2X1_36 AOI21X1_33 NOR2X1_37 AOI21X1_34 NOR2X1_38 AOI21X1_35 NOR2X1_39 AOI21X1_36 NOR2X1_40 AOI21X1_37 NOR2X1_41 AOI21X1_38 NOR2X1_42 AOI21X1_39 NOR2X1_43 AOI21X1_40 NOR2X1_44 AOI21X1_41 NOR2X1_45 AOI21X1_42 NOR2X1_46 AOI21X1_43 NOR2X1_47 AOI21X1_44 NOR2X1_48 AOI21X1_45 NOR2X1_49 AOI21X1_46 NOR2X1_50 AOI21X1_47 NOR2X1_51 AOI21X1_48 NOR2X1_52 AOI21X1_49 NOR2X1_53 AOI21X1_50 NOR2X1_54 AOI21X1_51 NOR2X1_55 AOI21X1_52 NOR2X1_56 AOI21X1_53 NOR2X1_57 AOI21X1_54 NOR2X1_58 AOI21X1_55 NOR2X1_59 AOI21X1_56 NOR2X1_60 AOI21X1_57 NOR2X1_61 AOI21X1_58 NOR2X1_62 AOI21X1_59 NOR2X1_63 AOI21X1_60 NOR2X1_64 AOI21X1_61 NOR2X1_65 AOI21X1_62 NOR2X1_66 AOI21X1_63 NOR2X1_67 AOI21X1_64 NOR2X1_76
NOR2X1_4 AOI21X1_1
AOI21X1_1 DFFPOSX1_40
INVX1_4 AOI21X1_2
NOR2X1_5 AOI21X1_2
AOI21X1_2 DFFPOSX1_41
INVX1_5 AOI21X1_3
NOR2X1_6 AOI21X1_3
AOI21X1_3 DFFPOSX1_42
INVX1_6 AOI21X1_4
NOR2X1_7 AOI21X1_4
AOI21X1_4 DFFPOSX1_43
INVX1_7 AOI21X1_5
NOR2X1_8 AOI21X1_5
AOI21X1_5 DFFPOSX1_44
INVX1_8 AOI21X1_6
NOR2X1_9 AOI21X1_6
AOI21X1_6 DFFPOSX1_45
INVX1_9 AOI21X1_7
NOR2X1_10 AOI21X1_7
AOI21X1_7 DFFPOSX1_46
INVX1_10 AOI21X1_8
NOR2X1_11 AOI21X1_8
AOI21X1_8 DFFPOSX1_47
INVX1_11 AOI21X1_9
NOR2X1_12 AOI21X1_9
AOI21X1_9 DFFPOSX1_48
INVX1_12 AOI21X1_10
NOR2X1_13 AOI21X1_10
AOI21X1_10 DFFPOSX1_49
INVX1_13 AOI21X1_11
