#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/gost28147-89_latest/verilog/osu035/gost89_round.v --output_format txt --do-not-zip -o adjlist/gost28147-89_latest/osu035/gost89_round -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 12:23:07 2025
# 
INPUT_\sbox[0]  NAND3X1_262
OUTPUT_\out1[10] 
OUTPUT_\out1[11] 
OUTPUT_\out1[12] 
OUTPUT_\out1[13] 
OUTPUT_\out1[14] 
OUTPUT_\out1[15] 
OUTPUT_\out1[16] 
OUTPUT_\out1[17] 
OUTPUT_\out1[18] 
OUTPUT_\out1[19] 
OUTPUT_\out1[20] 
OUTPUT_\out1[21] 
OUTPUT_\out1[22] 
OUTPUT_\out1[23] 
OUTPUT_\out1[24] 
OUTPUT_\out1[25] 
OUTPUT_\out1[26] 
OUTPUT_\out1[27] 
OUTPUT_\out1[28] 
OUTPUT_\out1[29] 
OUTPUT_\out1[30] 
OUTPUT_\out1[31] 
OUTPUT_\out2[0] 
OUTPUT_\out2[1] 
OUTPUT_\out2[2] 
OUTPUT_\out2[3] 
OUTPUT_\out2[4] 
OUTPUT_\out2[5] 
OUTPUT_\out2[6] 
OUTPUT_\out2[7] 
OUTPUT_\out2[8] 
OUTPUT_\out2[9] 
OUTPUT_\out2[10] 
OUTPUT_\out2[11] 
OUTPUT_\out2[12] 
OUTPUT_\out2[13] 
OUTPUT_\out2[14] 
OUTPUT_\out2[15] 
OUTPUT_\out2[16] 
OUTPUT_\out2[17] 
OUTPUT_\out2[18] 
OUTPUT_\out2[19] 
OUTPUT_\out2[20] 
OUTPUT_\out2[21] 
OUTPUT_\out2[22] 
OUTPUT_\out2[23] 
OUTPUT_\out2[24] 
OUTPUT_\out2[25] 
OUTPUT_\out2[26] 
OUTPUT_\out2[27] 
OUTPUT_\out2[28] 
OUTPUT_\out2[29] 
OUTPUT_\out2[30] 
OUTPUT_\out2[31] 
XOR2X1_1 OUTPUT_\out1[31] 
NAND2X1_1 XNOR2X1_1 OAI21X1_1
NOR2X1_1 NOR2X1_2 OAI21X1_1
NAND2X1_2 INVX1_1 OAI21X1_1
INVX1_1 NOR2X1_2
NOR2X1_2 XNOR2X1_1
XNOR2X1_1 INVX1_49 AND2X2_26 NOR2X1_88 NAND2X1_41 NOR3X1_2
OAI21X1_1 XOR2X1_2 AOI21X1_1 NAND3X1_1
AND2X2_1 NOR2X1_4 AOI21X1_1 AOI21X1_2
NOR2X1_3 NOR2X1_4
NOR2X1_4 XOR2X1_2 AOI21X1_1 NAND3X1_1
XOR2X1_2 NAND2X1_31 NOR2X1_83 NOR2X1_85 NAND2X1_38 AND2X2_25 NOR3X1_1
AOI21X1_1 XNOR2X1_2
NOR2X1_5 NOR2X1_6 INVX1_2
AND2X2_2 NOR2X1_6 AOI21X1_2
NOR2X1_6 XNOR2X1_2 NAND3X1_1
XNOR2X1_2 INVX1_47 NOR2X1_85 NAND2X1_38 AND2X2_25
NAND3X1_1 NAND2X1_3 AOI21X1_18
INVX1_2 AOI21X1_2
AOI21X1_2 NAND2X1_3 AOI21X1_18
NAND2X1_3 XNOR2X1_3 INVX1_3 AOI21X1_6
OR2X2_1 NAND2X1_5
NAND2X1_4 NAND2X1_5 OAI21X1_2
NAND2X1_5 XNOR2X1_3 NOR2X1_47
XNOR2X1_3 NAND2X1_50 NOR2X1_100 AND2X2_32 NOR2X1_106 NAND2X1_59 NOR3X1_4
INVX1_3 OAI21X1_2 OAI21X1_3
NOR2X1_7 OAI21X1_2 NOR2X1_8
OAI21X1_2 XNOR2X1_4
OR2X2_2 NAND2X1_7 AOI21X1_3
NAND2X1_6 NAND2X1_7
NAND2X1_7 XNOR2X1_4 NOR2X1_47
XNOR2X1_4 INVX1_77 AND2X2_32 NOR2X1_106 NAND2X1_59 NOR3X1_4
AND2X2_3 AOI21X1_3 NOR2X1_8
AND2X2_4 AOI21X1_3 NOR2X1_10
AOI21X1_3 OAI21X1_3 OAI21X1_4
NOR2X1_8 NAND2X1_8
NOR2X1_9 NOR2X1_10
NOR2X1_10 NAND2X1_8
NAND2X1_8 OAI21X1_3 NOR2X1_15
OAI21X1_3 XOR2X1_3 AOI21X1_4
AND2X2_5 NOR2X1_12 AOI21X1_4 AOI21X1_5
NOR2X1_11 NOR2X1_12
NOR2X1_12 XOR2X1_3 AOI21X1_4 NAND2X1_9
XOR2X1_3 NAND2X1_49 NOR2X1_101 NOR2X1_103 NAND2X1_56 AND2X2_31 NOR3X1_3
AOI21X1_4 XNOR2X1_5
NOR2X1_13 NOR2X1_14
AND2X2_6 NOR2X1_14 AOI21X1_5
NOR2X1_14 XNOR2X1_5 NAND2X1_9 AOI21X1_5
XNOR2X1_5 INVX1_75 NOR2X1_103 NAND2X1_56 AND2X2_31
NAND2X1_9 NOR2X1_15 OAI21X1_4
NOR2X1_15 AOI21X1_6
AOI21X1_5 OAI21X1_4
OAI21X1_4 AOI21X1_6 OAI21X1_17
AOI21X1_6 XNOR2X1_6 OAI21X1_5 OAI21X1_6 OAI21X1_8 OAI21X1_11
AND2X2_7 NOR2X1_17 INVX1_4 AOI21X1_7
NOR2X1_16 NOR2X1_17 OAI21X1_5
NOR2X1_17 XNOR2X1_6 NAND2X1_10
XNOR2X1_6 NAND2X1_68 NOR2X1_118 AND2X2_38 NOR2X1_124 NAND2X1_77 NOR3X1_6
INVX1_4 OAI21X1_5
OAI21X1_5 XOR2X1_4
NOR2X1_18 NOR2X1_19 INVX1_5
AND2X2_8 NOR2X1_19 AOI21X1_7
NOR2X1_19 XOR2X1_4 NAND2X1_10
XOR2X1_4 INVX1_105 AND2X2_38 NOR2X1_124 NAND2X1_77 NOR3X1_6
INVX1_5 AOI21X1_7
AOI21X1_7 OAI21X1_6 OAI21X1_7
NAND2X1_10 OAI21X1_6 NOR2X1_27
OAI21X1_6 AND2X2_10 NOR2X1_22
AND2X2_9 NOR2X1_21 NOR2X1_24 AOI21X1_8
NOR2X1_20 NOR2X1_21
NOR2X1_21 AND2X2_10 NOR2X1_22 NAND2X1_11
AND2X2_10 NOR2X1_23 NOR2X1_24
NOR2X1_22 NOR2X1_23
NOR2X1_23 NAND2X1_67 NOR2X1_119 NOR2X1_121 NAND2X1_74 AND2X2_37 NOR3X1_5
NOR2X1_24 XNOR2X1_7
NOR2X1_25 NOR2X1_26
AND2X2_11 NOR2X1_26 AOI21X1_8
NOR2X1_26 XNOR2X1_7 NAND2X1_11 AOI21X1_8
XNOR2X1_7 INVX1_103 NOR2X1_121 NAND2X1_74 AND2X2_37
NAND2X1_11 OAI21X1_7 NOR2X1_27
AOI21X1_8 OAI21X1_7
OAI21X1_7 INVX1_6 AOI21X1_13
INVX1_6 OAI21X1_8
NOR2X1_27 INVX1_7 NAND2X1_14 AND2X2_19
INVX1_7 OAI21X1_8
OAI21X1_8 XOR2X1_5 AOI21X1_9 AOI21X1_11
NOR2X1_28 NOR2X1_29
AND2X2_12 NOR2X1_29 AOI21X1_9 AOI21X1_10
NOR2X1_29 XOR2X1_5 AOI21X1_9 NAND2X1_12
XOR2X1_5 NAND2X1_86 NOR2X1_136 AND2X2_44 NOR2X1_142 NAND2X1_95 NOR3X1_8
AOI21X1_9 XNOR2X1_8
NOR2X1_30 NOR2X1_31
AND2X2_13 NOR2X1_31 AOI21X1_10
NOR2X1_31 XNOR2X1_8 AOI21X1_10 NAND2X1_12
XNOR2X1_8 INVX1_133 AND2X2_44 NOR2X1_142 NAND2X1_95 NOR3X1_8
AOI21X1_10 INVX1_8 OAI21X1_10
INVX1_8 AOI21X1_11
NAND2X1_12 INVX1_9 NOR2X1_36
INVX1_9 AOI21X1_11
AOI21X1_11 XNOR2X1_9 OAI21X1_9
AND2X2_14 NOR2X1_33 INVX1_10 AOI21X1_12
NOR2X1_32 NOR2X1_33 OAI21X1_9
NOR2X1_33 XNOR2X1_9 NAND2X1_13
XNOR2X1_9 NAND2X1_85 NOR2X1_137 NOR2X1_139 NAND2X1_92 AND2X2_43 NOR3X1_7
INVX1_10 OAI21X1_9
OAI21X1_9 XOR2X1_6
NOR2X1_34 NOR2X1_35
AND2X2_15 NOR2X1_35 AOI21X1_12
NOR2X1_35 XOR2X1_6 NAND2X1_13 AOI21X1_12
XOR2X1_6 INVX1_131 NOR2X1_139 NAND2X1_92 AND2X2_43
NAND2X1_13 NOR2X1_36 OAI21X1_10
NOR2X1_36 NAND2X1_14 AOI21X1_13 AND2X2_19
NAND2X1_14 OAI21X1_11
AOI21X1_12 OAI21X1_10
OAI21X1_10 AOI21X1_13
AOI21X1_13 OAI21X1_11 AOI21X1_19 AOI21X1_26
OAI21X1_11 INVX1_11 AOI21X1_15 AOI21X1_21
INVX1_11 OR2X2_4 OAI21X1_12
NOR2X1_37 OR2X2_3 OAI21X1_12
INVX1_12 NOR2X1_38 OAI21X1_13
INVX1_13 NOR2X1_38 OAI21X1_13
NOR2X1_38 OR2X2_3 OAI21X1_12 AOI21X1_14
OR2X2_3 OR2X2_4 NOR2X1_41
OR2X2_4 AND2X2_16 OAI21X1_13
OAI21X1_12 AND2X2_16
AND2X2_16 NAND2X1_104 NOR2X1_154 AND2X2_50 NOR2X1_160 NAND2X1_113 NOR3X1_10
OAI21X1_13 XNOR2X1_10
INVX1_14 NOR2X1_39
INVX1_15 NOR2X1_39
NOR2X1_39 OR2X2_5 AOI21X1_14
NOR2X1_40 OR2X2_5 INVX1_16
OR2X2_5 XNOR2X1_10 NOR2X1_41
XNOR2X1_10 INVX1_161 AND2X2_50 NOR2X1_160 NAND2X1_113 NOR3X1_10
INVX1_16 AOI21X1_14
AOI21X1_14 INVX1_17 OAI21X1_16
INVX1_17 AOI21X1_15
NOR2X1_41 AOI21X1_15 NAND3X1_2
AOI21X1_15 OR2X2_6 OAI21X1_14
INVX1_18 NOR2X1_42 OAI21X1_15
INVX1_19 NOR2X1_42 OAI21X1_15
NOR2X1_42 NOR2X1_44 OAI21X1_14 AOI21X1_16
NOR2X1_43 NOR2X1_44 OAI21X1_14
NOR2X1_44 INVX1_20 NAND2X1_15 NAND3X1_2
INVX1_20 OR2X2_6
OR2X2_6 AND2X2_17 OAI21X1_15
OAI21X1_14 AND2X2_17
AND2X2_17 NAND2X1_103 NOR2X1_155 NOR2X1_157 NAND2X1_110 AND2X2_49 NOR3X1_9
OAI21X1_15 XOR2X1_7
AND2X2_18 NOR2X1_46 AOI21X1_16
NOR2X1_45 NOR2X1_46
NOR2X1_46 XOR2X1_7 NAND2X1_15 AOI21X1_16 NAND3X1_2
XOR2X1_7 INVX1_159 NOR2X1_157 NAND2X1_110 AND2X2_49
NAND2X1_15 OAI21X1_16
AOI21X1_16 OAI21X1_16
OAI21X1_16 OAI21X1_18 NOR2X1_51 NAND2X1_23
NOR2X1_47 NAND2X1_17
INVX1_21 OR2X2_7 NAND2X1_16
OR2X2_7 AOI21X1_17
NAND2X1_16 AOI21X1_17
XNOR2X1_11 AOI21X1_17
AOI21X1_17 NAND2X1_17
NAND2X1_17 AOI21X1_18
AOI21X1_18 OAI21X1_17
AND2X2_19 OAI21X1_17
OAI21X1_17 AOI21X1_19 AOI21X1_26
NAND3X1_2 AOI21X1_19 NOR2X1_61 OR2X2_11
AOI21X1_19 OAI21X1_18 NOR2X1_51
INVX1_22 NOR2X1_48 OAI21X1_20
INVX1_23 NOR2X1_48 OAI21X1_20
NOR2X1_48 NOR2X1_50 OAI21X1_19 OAI21X1_21
NOR2X1_49 NOR2X1_50 OAI21X1_19
NOR2X1_50 OAI21X1_18 NAND2X1_18
OAI21X1_18 AND2X2_20 OAI21X1_20
NOR2X1_51 OAI21X1_19 OAI21X1_23
OAI21X1_19 AND2X2_20
AND2X2_20 NAND2X1_122 NOR2X1_172 AND2X2_56 NOR2X1_178 NAND2X1_131 NOR3X1_12
OAI21X1_20 XOR2X1_8
INVX1_24 NOR2X1_52 OAI21X1_22
INVX1_25 NOR2X1_52 OAI21X1_22
NOR2X1_52 NOR2X1_54
NOR2X1_53 NOR2X1_54
NOR2X1_54 XOR2X1_8 NAND2X1_18
XOR2X1_8 INVX1_189 AND2X2_56 NOR2X1_178 NAND2X1_131 NOR3X1_12
OAI21X1_21 OAI21X1_22
OAI21X1_22 INVX1_26
INVX1_26 OAI21X1_23 OR2X2_9
NAND2X1_18 OAI21X1_23 OR2X2_8 NOR2X1_62
OAI21X1_23 AND2X2_21 NOR2X1_57 NAND2X1_20
NAND2X1_19 INVX1_27 NAND3X1_3
INVX1_27 NOR2X1_56 OAI21X1_24 AOI21X1_20
NOR2X1_55 NOR2X1_56
NOR2X1_56 AND2X2_21 NOR2X1_57 NAND2X1_20 NAND2X1_22
AND2X2_21 NOR2X1_58 OAI21X1_24
NOR2X1_57 NOR2X1_58
NOR2X1_58 NAND2X1_121 NOR2X1_173 NOR2X1_175 NAND2X1_128 AND2X2_55 NOR3X1_11
AND2X2_22 NOR2X1_60 AOI21X1_20
NOR2X1_59 NOR2X1_60
NOR2X1_60 INVX1_28 NAND3X1_3 NAND2X1_22 AOI21X1_20
INVX1_28 OAI21X1_24
OAI21X1_24 NAND2X1_21
NAND2X1_20 NAND3X1_3
NAND3X1_3 NAND2X1_21
NAND2X1_21 INVX1_187 NOR2X1_175 NAND2X1_128 AND2X2_55
NAND2X1_22 OR2X2_8 NOR2X1_62 OR2X2_9
OR2X2_8 NOR2X1_61 OR2X2_11
NOR2X1_61 AOI21X1_21
NOR2X1_62 NAND2X1_23
NAND2X1_23 NAND3X1_4
OR2X2_9 NAND3X1_4
AOI21X1_20 NAND3X1_4
NAND3X1_4 AOI21X1_21 OAI21X1_30
AOI21X1_21 XNOR2X1_12 OAI21X1_25 OAI21X1_26 OAI21X1_28
INVX1_29 NOR2X1_63
INVX1_30 NOR2X1_63
NOR2X1_63 NOR2X1_65 INVX1_31 AOI21X1_22
NOR2X1_64 NOR2X1_65 OAI21X1_25
NOR2X1_65 XNOR2X1_12 NAND2X1_24
XNOR2X1_12 NAND2X1_140 NOR2X1_190 AND2X2_62 NOR2X1_196 NAND2X1_149 NOR3X1_14
INVX1_31 OAI21X1_25
OAI21X1_25 XOR2X1_9
AND2X2_23 NOR2X1_67 AOI21X1_22
NOR2X1_66 NOR2X1_67
NOR2X1_67 XOR2X1_9 AOI21X1_22 NAND2X1_24
XOR2X1_9 INVX1_217 AND2X2_62 NOR2X1_196 NAND2X1_149 NOR3X1_14
AOI21X1_22 OAI21X1_26 NOR2X1_74
NAND2X1_24 OAI21X1_26 NOR2X1_73
OAI21X1_26 XOR2X1_10 AOI21X1_23
INVX1_32 NOR2X1_68
INVX1_33 NOR2X1_68
NOR2X1_68 NOR2X1_70 AOI21X1_23 INVX1_36
NOR2X1_69 NOR2X1_70
NOR2X1_70 XOR2X1_10 AOI21X1_23 NAND2X1_26
XOR2X1_10 NAND2X1_139 NOR2X1_191 NOR2X1_193 NAND2X1_146 AND2X2_61 NOR3X1_13
AOI21X1_23 XNOR2X1_13
NOR2X1_71 NOR2X1_72 OAI21X1_27
NAND2X1_25 INVX1_34 OAI21X1_27
INVX1_34 NOR2X1_72
NOR2X1_72 XNOR2X1_13 NAND2X1_26
XNOR2X1_13 INVX1_215 NOR2X1_193 NAND2X1_146 AND2X2_61
NAND2X1_26 NOR2X1_73 NOR2X1_74
NOR2X1_73 INVX1_35 OAI21X1_30
INVX1_35 OAI21X1_28
NOR2X1_74 NOR2X1_75
INVX1_36 OAI21X1_27
OAI21X1_27 NOR2X1_75
NOR2X1_75 OAI21X1_28 AOI21X1_27
OAI21X1_28 XNOR2X1_14 AOI21X1_24 AOI21X1_25
NOR2X1_76 NOR2X1_78
INVX1_37 NOR2X1_77
INVX1_38 NOR2X1_77
NOR2X1_77 NOR2X1_78 AOI21X1_24 INVX1_42
NOR2X1_78 INVX1_39 AOI21X1_24
INVX1_39 XNOR2X1_14 NOR2X1_81
XNOR2X1_14 NAND2X1_158 NOR2X1_208 AND2X2_68 NOR2X1_214 NAND2X1_167 NOR3X1_16
AOI21X1_24 XNOR2X1_15
NOR2X1_79 NOR2X1_80 OAI21X1_29
NAND2X1_27 INVX1_40 OAI21X1_29
INVX1_40 NOR2X1_80
NOR2X1_80 XNOR2X1_15 INVX1_41
XNOR2X1_15 INVX1_245 AND2X2_68 NOR2X1_214 NAND2X1_167 NOR3X1_16
INVX1_41 NOR2X1_81
NOR2X1_81 AOI21X1_25 INVX1_43
INVX1_42 OAI21X1_29
OAI21X1_29 AOI21X1_25 OAI21X1_31
AOI21X1_25 XNOR2X1_16 OAI21X1_32
OR2X2_10 AND2X2_24
NAND2X1_28 AND2X2_24 NAND3X1_5 OAI21X1_32
AND2X2_24 XNOR2X1_16 OAI21X1_31 INVX1_45
XNOR2X1_16 NAND2X1_157 NOR2X1_209 NOR2X1_211 NAND2X1_164 AND2X2_67 NOR3X1_15
OR2X2_11 AOI21X1_26
AOI21X1_26 OAI21X1_30
OAI21X1_30 AOI21X1_27
INVX1_43 AOI21X1_27
AOI21X1_27 OAI21X1_31
OAI21X1_31 NAND3X1_5
XNOR2X1_17 INVX1_44 NAND2X1_29
INVX1_44 NAND3X1_5
NAND3X1_5 NAND2X1_30
INVX1_45 OAI21X1_32
OAI21X1_32 NAND2X1_29
NAND2X1_29 NAND2X1_30
NAND2X1_30 INVX1_243 NOR2X1_211 NAND2X1_164 AND2X2_67
XOR2X1_11 NAND2X1_32 NOR2X1_82 AND2X2_26 NOR2X1_88 NAND2X1_41 NOR3X1_2
XOR2X1_12 OUTPUT_\out1[0] 
XOR2X1_13 OUTPUT_\out1[1] 
XOR2X1_14 OUTPUT_\out1[2] 
XOR2X1_15 OUTPUT_\out1[3] 
XOR2X1_16 OUTPUT_\out1[4] 
XOR2X1_17 OUTPUT_\out1[5] 
XOR2X1_18 OUTPUT_\out1[6] 
XOR2X1_19 OUTPUT_\out1[7] 
XOR2X1_20 OUTPUT_\out1[8] 
XOR2X1_21 OUTPUT_\out1[9] 
XOR2X1_22 OUTPUT_\out1[10] 
XOR2X1_23 OUTPUT_\out1[11] 
XOR2X1_24 OUTPUT_\out1[12] 
XOR2X1_25 OUTPUT_\out1[13] 
XOR2X1_26 OUTPUT_\out1[14] 
XOR2X1_27 OUTPUT_\out1[15] 
XOR2X1_28 OUTPUT_\out1[16] 
XOR2X1_29 OUTPUT_\out1[17] 
XOR2X1_30 OUTPUT_\out1[18] 
XOR2X1_31 OUTPUT_\out1[19] 
XOR2X1_32 OUTPUT_\out1[20] 
XOR2X1_33 OUTPUT_\out1[21] 
XOR2X1_34 OUTPUT_\out1[22] 
XOR2X1_35 OUTPUT_\out1[23] 
XOR2X1_36 OUTPUT_\out1[24] 
XOR2X1_37 OUTPUT_\out1[25] 
XOR2X1_38 OUTPUT_\out1[26] 
XOR2X1_39 OUTPUT_\out1[27] 
XOR2X1_40 OUTPUT_\out1[28] 
XOR2X1_41 OUTPUT_\out1[29] 
XOR2X1_42 OUTPUT_\out1[30] 
INVX1_46 OAI21X1_33
INVX1_47 NAND2X1_31 NOR2X1_83 NOR3X1_1
NAND2X1_31 INVX1_48 NOR2X1_89
INVX1_48 NAND3X1_6 NAND2X1_33 NAND3X1_8 NAND3X1_15 NAND3X1_17 NAND3X1_24 NAND3X1_26 NAND3X1_33 NAND3X1_35
INVX1_49 NAND2X1_32 NOR2X1_82
NAND2X1_32 INVX1_50 NOR2X1_86
INVX1_50 NAND3X1_6 NAND2X1_34 NAND2X1_36 NAND3X1_15 NAND3X1_24 NAND3X1_33
NAND3X1_6 OAI21X1_33
NOR2X1_82 NAND2X1_33 NAND2X1_35 NAND2X1_37 NAND2X1_40
NAND2X1_33 OAI21X1_33 OAI21X1_35 OAI21X1_37 OAI21X1_39
OAI21X1_33 NOR2X1_84
INVX1_51 OAI22X1_1
INVX1_52 OAI22X1_1
NOR2X1_83 NAND2X1_34 NAND2X1_35 NAND3X1_12 NAND3X1_21 NAND3X1_30 NAND3X1_39
NAND2X1_34 OAI22X1_1 OAI22X1_3 OAI22X1_5 OAI22X1_7
NAND2X1_35 OAI22X1_1 OAI22X1_3 OAI22X1_5 OAI22X1_7
OAI22X1_1 NOR2X1_84
NOR2X1_84 NAND3X1_14
INVX1_53 OAI22X1_2
INVX1_54 OAI22X1_2
NOR2X1_85 NAND2X1_36 NAND2X1_37 NAND3X1_7 NAND3X1_9 NAND3X1_16 NAND3X1_18 NAND3X1_25 NAND3X1_27 NAND3X1_34 NAND3X1_36
NAND2X1_36 OAI22X1_2 OAI22X1_4 OAI22X1_6 OAI22X1_8
NAND2X1_37 OAI22X1_2 OAI22X1_4 OAI22X1_6 OAI22X1_8
OAI22X1_2 NOR2X1_87
INVX1_55 OAI21X1_34
NAND2X1_38 NOR2X1_86 NOR3X1_2
NOR2X1_86 NAND2X1_39 NAND2X1_43 NAND2X1_45 NAND2X1_47
NAND2X1_39 OAI21X1_34
AND2X2_25 NAND2X1_40 NAND3X1_10 NAND3X1_19 NAND3X1_28 NAND3X1_37
NAND2X1_40 OAI21X1_34 OAI21X1_36 OAI21X1_38 OAI21X1_40
OAI21X1_34 NOR2X1_87
NOR2X1_87 NAND3X1_14
AND2X2_26 NAND3X1_7 NAND3X1_10 NAND3X1_16 NAND3X1_19 NAND3X1_25 NAND3X1_28 NAND3X1_34 NAND3X1_37
NAND3X1_7 NAND3X1_11
NOR2X1_88 NAND3X1_8 NAND3X1_9 NAND3X1_12 NAND3X1_17 NAND3X1_18 NAND3X1_21 NAND3X1_26 NAND3X1_27 NAND3X1_30 NAND3X1_35 NAND3X1_36 NAND3X1_39
NAND3X1_8 NAND3X1_11
NAND3X1_9 AND2X2_27
NAND3X1_10 AND2X2_27
AND2X2_27 NAND3X1_11
NAND3X1_11 NOR2X1_90
NAND2X1_41 NOR2X1_89 NOR3X1_1
NOR2X1_89 NAND2X1_42 NAND2X1_44 NAND2X1_46 NAND2X1_48
NAND2X1_42 NAND3X1_13
NAND3X1_12 NAND3X1_13
NOR3X1_1 AOI22X1_1 AOI22X1_2 AOI22X1_3 AOI22X1_4
NOR3X1_2 AOI22X1_1 AOI22X1_2 AOI22X1_3 AOI22X1_4
AOI22X1_1 NAND3X1_13
NAND3X1_13 NOR2X1_90
NOR2X1_90 NAND3X1_14
NAND3X1_14 XOR2X1_23
INVX1_56 OAI21X1_35
NAND3X1_15 OAI21X1_35
OAI21X1_35 NOR2X1_91
INVX1_57 OAI22X1_3
INVX1_58 OAI22X1_3
OAI22X1_3 NOR2X1_91
NOR2X1_91 NAND3X1_23
INVX1_59 OAI22X1_4
INVX1_60 OAI22X1_4
OAI22X1_4 NOR2X1_92
INVX1_61 OAI21X1_36
NAND2X1_43 OAI21X1_36
OAI21X1_36 NOR2X1_92
NOR2X1_92 NAND3X1_23
NAND3X1_16 NAND3X1_20
NAND3X1_17 NAND3X1_20
NAND3X1_18 AND2X2_28
NAND3X1_19 AND2X2_28
AND2X2_28 NAND3X1_20
NAND3X1_20 NOR2X1_93
NAND2X1_44 NAND3X1_22
NAND3X1_21 NAND3X1_22
AOI22X1_2 NAND3X1_22
NAND3X1_22 NOR2X1_93
NOR2X1_93 NAND3X1_23
NAND3X1_23 XOR2X1_24
INVX1_62 OAI21X1_37
NAND3X1_24 OAI21X1_37
OAI21X1_37 NOR2X1_94
INVX1_63 OAI22X1_5
INVX1_64 OAI22X1_5
OAI22X1_5 NOR2X1_94
NOR2X1_94 NAND3X1_32
INVX1_65 OAI22X1_6
INVX1_66 OAI22X1_6
OAI22X1_6 NOR2X1_95
INVX1_67 OAI21X1_38
NAND2X1_45 OAI21X1_38
OAI21X1_38 NOR2X1_95
NOR2X1_95 NAND3X1_32
NAND3X1_25 NAND3X1_29
NAND3X1_26 NAND3X1_29
NAND3X1_27 AND2X2_29
NAND3X1_28 AND2X2_29
AND2X2_29 NAND3X1_29
NAND3X1_29 NOR2X1_96
NAND2X1_46 NAND3X1_31
NAND3X1_30 NAND3X1_31
AOI22X1_3 NAND3X1_31
NAND3X1_31 NOR2X1_96
NOR2X1_96 NAND3X1_32
NAND3X1_32 XOR2X1_25
INVX1_68 OAI21X1_39
NAND3X1_33 OAI21X1_39
OAI21X1_39 NOR2X1_97
INVX1_69 OAI22X1_7
INVX1_70 OAI22X1_7
OAI22X1_7 NOR2X1_97
NOR2X1_97 NAND3X1_41
INVX1_71 OAI22X1_8
INVX1_72 OAI22X1_8
OAI22X1_8 NOR2X1_98
INVX1_73 OAI21X1_40
NAND2X1_47 OAI21X1_40
OAI21X1_40 NOR2X1_98
NOR2X1_98 NAND3X1_41
NAND3X1_34 NAND3X1_38
NAND3X1_35 NAND3X1_38
NAND3X1_36 AND2X2_30
NAND3X1_37 AND2X2_30
AND2X2_30 NAND3X1_38
NAND3X1_38 NOR2X1_99
NAND2X1_48 NAND3X1_40
NAND3X1_39 NAND3X1_40
AOI22X1_4 NAND3X1_40
NAND3X1_40 NOR2X1_99
NOR2X1_99 NAND3X1_41
NAND3X1_41 XOR2X1_26
INVX1_74 OAI21X1_41
INVX1_75 NAND2X1_49 NOR2X1_101 NOR3X1_3
NAND2X1_49 INVX1_76 NOR2X1_107
INVX1_76 NAND3X1_42 NAND2X1_51 NAND3X1_44 NAND3X1_51 NAND3X1_53 NAND3X1_60 NAND3X1_62 NAND3X1_69 NAND3X1_71
INVX1_77 NAND2X1_50 NOR2X1_100
NAND2X1_50 INVX1_78 NOR2X1_104
INVX1_78 NAND3X1_42 NAND2X1_52 NAND2X1_54 NAND3X1_51 NAND3X1_60 NAND3X1_69
NAND3X1_42 OAI21X1_41
NOR2X1_100 NAND2X1_51 NAND2X1_53 NAND2X1_55 NAND2X1_58
NAND2X1_51 OAI21X1_41 OAI21X1_43 OAI21X1_45 OAI21X1_47
OAI21X1_41 NOR2X1_102
INVX1_79 OAI22X1_9
INVX1_80 OAI22X1_9
NOR2X1_101 NAND2X1_52 NAND2X1_53 NAND3X1_48 NAND3X1_57 NAND3X1_66 NAND3X1_75
NAND2X1_52 OAI22X1_9 OAI22X1_11 OAI22X1_13 OAI22X1_15
NAND2X1_53 OAI22X1_9 OAI22X1_11 OAI22X1_13 OAI22X1_15
OAI22X1_9 NOR2X1_102
NOR2X1_102 NAND3X1_50
INVX1_81 OAI22X1_10
INVX1_82 OAI22X1_10
NOR2X1_103 NAND2X1_54 NAND2X1_55 NAND3X1_43 NAND3X1_45 NAND3X1_52 NAND3X1_54 NAND3X1_61 NAND3X1_63 NAND3X1_70 NAND3X1_72
NAND2X1_54 OAI22X1_10 OAI22X1_12 OAI22X1_14 OAI22X1_16
NAND2X1_55 OAI22X1_10 OAI22X1_12 OAI22X1_14 OAI22X1_16
OAI22X1_10 NOR2X1_105
INVX1_83 OAI21X1_42
NAND2X1_56 NOR2X1_104 NOR3X1_4
NOR2X1_104 NAND2X1_57 NAND2X1_61 NAND2X1_63 NAND2X1_65
NAND2X1_57 OAI21X1_42
AND2X2_31 NAND2X1_58 NAND3X1_46 NAND3X1_55 NAND3X1_64 NAND3X1_73
NAND2X1_58 OAI21X1_42 OAI21X1_44 OAI21X1_46 OAI21X1_48
OAI21X1_42 NOR2X1_105
NOR2X1_105 NAND3X1_50
AND2X2_32 NAND3X1_43 NAND3X1_46 NAND3X1_52 NAND3X1_55 NAND3X1_61 NAND3X1_64 NAND3X1_70 NAND3X1_73
NAND3X1_43 NAND3X1_47
NOR2X1_106 NAND3X1_44 NAND3X1_45 NAND3X1_48 NAND3X1_53 NAND3X1_54 NAND3X1_57 NAND3X1_62 NAND3X1_63 NAND3X1_66 NAND3X1_71 NAND3X1_72 NAND3X1_75
NAND3X1_44 NAND3X1_47
NAND3X1_45 AND2X2_33
NAND3X1_46 AND2X2_33
AND2X2_33 NAND3X1_47
NAND3X1_47 NOR2X1_108
