#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/nangate/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/nangate/des3 -l lib/NangateOpenCellLibrary_functional.lib
# GMT Tue Nov 25 13:21:57 2025
# 
INPUT_\desIn[0]  NAND2_X1_8
XOR2_X1_23 OUTPUT_\desOut[12]  DFF_X1_2
MUX2_X1_88 OAI21_X1_24
NAND2_X1_24 OAI21_X1_24
OAI21_X1_24 XOR2_X1_24
XOR2_X1_24 OUTPUT_\desOut[4]  DFF_X1_3
MUX2_X1_89 OAI21_X1_25
NAND2_X1_25 OAI21_X1_25
OAI21_X1_25 XOR2_X1_25
XOR2_X1_25 OUTPUT_\desOut[62]  DFF_X1_4
MUX2_X1_90 OAI21_X1_26
NAND2_X1_26 OAI21_X1_26
OAI21_X1_26 XOR2_X1_26
XOR2_X1_26 OUTPUT_\desOut[54]  DFF_X1_5
MUX2_X1_91 OAI21_X1_27
NAND2_X1_27 OAI21_X1_27
OAI21_X1_27 XOR2_X1_27
XOR2_X1_27 OUTPUT_\desOut[46]  DFF_X1_6
MUX2_X1_92 OAI21_X1_28
NAND2_X1_28 OAI21_X1_28
OAI21_X1_28 XOR2_X1_28
XOR2_X1_28 OUTPUT_\desOut[38]  DFF_X1_7
MUX2_X1_93 OAI21_X1_29
NAND2_X1_29 OAI21_X1_29
OAI21_X1_29 XOR2_X1_29
XOR2_X1_29 OUTPUT_\desOut[30]  DFF_X1_8
MUX2_X1_94 OAI21_X1_30
NAND2_X1_30 OAI21_X1_30
OAI21_X1_30 XOR2_X1_30
XOR2_X1_30 OUTPUT_\desOut[22]  DFF_X1_9
MUX2_X1_95 OAI21_X1_31
NAND2_X1_31 OAI21_X1_31
OAI21_X1_31 XOR2_X1_31
XOR2_X1_31 OUTPUT_\desOut[14]  DFF_X1_10
MUX2_X1_96 OAI21_X1_32
NAND2_X1_32 OAI21_X1_32
OAI21_X1_32 XOR2_X1_32
XOR2_X1_32 OUTPUT_\desOut[6]  DFF_X1_11
DFF_X1_1 MUX2_X1_43 MUX2_X1_86
DFF_X1_2 MUX2_X1_45 MUX2_X1_87
DFF_X1_3 MUX2_X1_47 MUX2_X1_88
DFF_X1_4 MUX2_X1_49 MUX2_X1_89
DFF_X1_5 MUX2_X1_51 MUX2_X1_90
DFF_X1_6 MUX2_X1_53 MUX2_X1_91
DFF_X1_7 MUX2_X1_55 MUX2_X1_92
DFF_X1_8 MUX2_X1_57 MUX2_X1_93
DFF_X1_9 MUX2_X1_59 MUX2_X1_94
DFF_X1_10 MUX2_X1_61 MUX2_X1_95
DFF_X1_11 MUX2_X1_63 MUX2_X1_96
DFF_X1_12 MUX2_X1_1 MUX2_X1_65
DFF_X1_13 MUX2_X1_3 MUX2_X1_66
DFF_X1_14 MUX2_X1_5 MUX2_X1_67
DFF_X1_15 MUX2_X1_7 MUX2_X1_68
DFF_X1_16 MUX2_X1_9 MUX2_X1_69
DFF_X1_17 MUX2_X1_11 MUX2_X1_70
DFF_X1_18 MUX2_X1_13 MUX2_X1_71
DFF_X1_19 MUX2_X1_15 MUX2_X1_72
DFF_X1_20 MUX2_X1_17 MUX2_X1_73
DFF_X1_21 MUX2_X1_19 MUX2_X1_74
DFF_X1_22 MUX2_X1_21 MUX2_X1_75
DFF_X1_23 MUX2_X1_23 MUX2_X1_76
DFF_X1_24 MUX2_X1_25 MUX2_X1_77
DFF_X1_25 MUX2_X1_27 MUX2_X1_78
DFF_X1_26 MUX2_X1_29 MUX2_X1_79
DFF_X1_27 MUX2_X1_31 MUX2_X1_80
DFF_X1_28 MUX2_X1_33 MUX2_X1_81
DFF_X1_29 MUX2_X1_35 MUX2_X1_82
DFF_X1_30 MUX2_X1_37 MUX2_X1_83
DFF_X1_31 MUX2_X1_39 MUX2_X1_84
DFF_X1_32 MUX2_X1_41 MUX2_X1_85
DFF_X1_33 MUX2_X1_43 MUX2_X1_86
DFF_X1_34 MUX2_X1_45 MUX2_X1_87
DFF_X1_35 MUX2_X1_47 MUX2_X1_88
DFF_X1_36 MUX2_X1_49 MUX2_X1_89
DFF_X1_37 MUX2_X1_51 MUX2_X1_90
DFF_X1_38 MUX2_X1_53 MUX2_X1_91
DFF_X1_39 MUX2_X1_55 MUX2_X1_92
DFF_X1_40 MUX2_X1_57 MUX2_X1_93
DFF_X1_41 MUX2_X1_59 MUX2_X1_94
DFF_X1_42 MUX2_X1_61 MUX2_X1_95
DFF_X1_43 MUX2_X1_63 MUX2_X1_96
DFF_X1_44 MUX2_X1_1 MUX2_X1_65
DFF_X1_45 MUX2_X1_3 MUX2_X1_66
DFF_X1_46 MUX2_X1_5 MUX2_X1_67
DFF_X1_47 MUX2_X1_7 MUX2_X1_68
DFF_X1_48 MUX2_X1_9 MUX2_X1_69
DFF_X1_49 MUX2_X1_11 MUX2_X1_70
DFF_X1_50 MUX2_X1_13 MUX2_X1_71
DFF_X1_51 MUX2_X1_15 MUX2_X1_72
DFF_X1_52 MUX2_X1_17 MUX2_X1_73
DFF_X1_53 MUX2_X1_19 MUX2_X1_74
DFF_X1_54 MUX2_X1_21 MUX2_X1_75
DFF_X1_55 MUX2_X1_23 MUX2_X1_76
DFF_X1_56 MUX2_X1_25 MUX2_X1_77
DFF_X1_57 MUX2_X1_27 MUX2_X1_78
DFF_X1_58 MUX2_X1_29 MUX2_X1_79
DFF_X1_59 MUX2_X1_31 MUX2_X1_80
DFF_X1_60 MUX2_X1_33 MUX2_X1_81
DFF_X1_61 MUX2_X1_35 MUX2_X1_82
DFF_X1_62 MUX2_X1_37 MUX2_X1_83
DFF_X1_63 MUX2_X1_39 MUX2_X1_84
DFF_X1_64 MUX2_X1_41 MUX2_X1_85
XOR2_X1_33 NAND2_X1_92 INV_X1_42 NAND2_X1_98 AND2_X1_26 NOR2_X1_60 NAND4_X1_75
XOR2_X1_34 AND2_X1_24 NOR2_X1_59 INV_X1_44 NAND4_X1_70 NAND3_X1_67 NAND4_X1_71 NAND4_X1_73 NAND3_X1_70
XOR2_X1_35 AND2_X1_24 NOR2_X1_59 NAND4_X1_68 NAND4_X1_69 NAND3_X1_66 INV_X1_47 NAND3_X1_72
XOR2_X1_36 NOR2_X1_58 AND2_X1_25 NAND4_X1_68 NAND3_X1_65 INV_X1_46 NAND4_X1_71 NAND4_X1_74 NAND3_X1_71
XOR2_X1_37 NOR2_X1_58 AND2_X1_25 INV_X1_45 NAND4_X1_69 NAND4_X1_70 NAND3_X1_68 NAND3_X1_69
XOR2_X1_38 NAND2_X1_92 NAND2_X1_94 INV_X1_43 NAND4_X1_72 AND2_X1_26 NOR2_X1_60
XOR2_X1_39 NAND2_X1_84 INV_X1_37 NAND2_X1_87 AND2_X1_22 NAND4_X1_61 NOR2_X1_53
XOR2_X1_40 NOR2_X1_51 INV_X1_38 NAND4_X1_57 NAND4_X1_58 NAND3_X1_59 AND2_X1_23 NOR3_X1_25 NAND3_X1_63
XOR2_X1_41 NOR2_X1_51 NAND3_X1_58 NAND4_X1_56 INV_X1_40 NAND4_X1_59 AND2_X1_23 NOR3_X1_26 NAND4_X1_64
XOR2_X1_42 INV_X1_36 AND2_X1_21 NAND4_X1_57 NOR2_X1_52 NAND4_X1_62 OR2_X1_34 NAND3_X1_60 NAND4_X1_64 NAND3_X1_61
XOR2_X1_43 NAND3_X1_57 AND2_X1_21 NAND4_X1_56 INV_X1_41 NAND4_X1_58 NOR2_X1_52 OR2_X1_34 NAND3_X1_62
XOR2_X1_44 NAND2_X1_84 NAND2_X1_85 INV_X1_39 AND2_X1_22 NAND4_X1_60 NOR2_X1_53
XOR2_X1_45 NAND2_X1_77 INV_X1_30 NAND2_X1_80 XOR2_X1_81 NAND3_X1_54
XOR2_X1_46 INV_X1_31 AND2_X1_19 NAND3_X1_46 NAND3_X1_47 NAND4_X1_50 NAND4_X1_51 NOR2_X1_45 NOR4_X1_49
XOR2_X1_47 NAND4_X1_48 NAND3_X1_45 AND2_X1_19 INV_X1_34 NAND4_X1_49 NAND3_X1_49 NOR2_X1_45 NOR4_X1_49
XOR2_X1_48 NAND4_X1_48 NOR2_X1_44 AND2_X1_20 INV_X1_35 NAND4_X1_51 NAND3_X1_48 NAND3_X1_50 NOR4_X1_49
XOR2_X1_49 INV_X1_32 NOR2_X1_44 AND2_X1_20 NAND4_X1_49 NAND4_X1_50 NOR4_X1_49 NAND3_X1_52 NAND3_X1_53
XOR2_X1_50 NAND2_X1_77 NAND2_X1_78 INV_X1_33 XOR2_X1_81 NAND3_X1_51
XOR2_X1_51 NAND2_X1_69 INV_X1_24 NAND2_X1_72
XOR2_X1_52 AND2_X1_15 INV_X1_25 NAND4_X1_42 NOR2_X1_37 NAND3_X1_39 NAND4_X1_44 NAND3_X1_44
XOR2_X1_53 AND2_X1_15 NAND4_X1_41 INV_X1_27 NOR2_X1_37 NAND3_X1_38 NAND4_X1_43 NAND3_X1_41
XOR2_X1_54 NOR2_X1_36 NAND4_X1_41 NAND4_X1_42 NAND3_X1_37 INV_X1_29 NAND3_X1_40 AND2_X1_16
XOR2_X1_55 NOR2_X1_36 INV_X1_26 NAND4_X1_43 AND2_X1_16 NAND3_X1_42 NAND3_X1_43 NAND4_X1_44
XOR2_X1_56 NAND2_X1_69 NAND2_X1_71 INV_X1_28
XOR2_X1_57 INV_X1_18 NAND2_X1_61 NAND2_X1_63
XOR2_X1_58 NAND4_X1_35 AND2_X1_12 NOR2_X1_27 INV_X1_23 NAND4_X1_37 NAND3_X1_32 NAND3_X1_33
XOR2_X1_59 INV_X1_20 AND2_X1_12 NOR2_X1_27 NAND3_X1_28 NAND4_X1_36 NAND3_X1_31 NAND4_X1_38
XOR2_X1_60 NAND4_X1_35 INV_X1_21 AND2_X1_13 NOR2_X1_28 NAND4_X1_36 NAND3_X1_30 NAND3_X1_34
XOR2_X1_61 INV_X1_19 NAND3_X1_27 AND2_X1_13 NOR2_X1_28 NAND3_X1_29 NAND4_X1_37 NAND4_X1_38
XOR2_X1_62 NAND2_X1_60 NAND2_X1_61 INV_X1_22
XOR2_X1_63 NAND2_X1_54 INV_X1_13 OR2_X1_18 XNOR2_X1_2 AND2_X1_11 NOR2_X1_17
XOR2_X1_64 NAND3_X1_18 NAND3_X1_19 AND2_X1_10 NOR2_X1_15 INV_X1_16 NAND4_X1_22 NAND4_X1_26
XOR2_X1_65 INV_X1_14 AND2_X1_10 NOR2_X1_15 NAND3_X1_21 NAND4_X1_23 NAND4_X1_24 NAND4_X1_27 NAND3_X1_25 NAND4_X1_29 NAND4_X1_30
XOR2_X1_66 NOR2_X1_14 AND2_X1_9 NAND3_X1_20 INV_X1_17 NAND3_X1_23 NAND4_X1_24 NAND4_X1_25 NAND4_X1_26
XOR2_X1_67 NOR2_X1_14 AND2_X1_9 INV_X1_15 NAND4_X1_22 NAND3_X1_22 NAND3_X1_24 NAND4_X1_29
XOR2_X1_68 NAND2_X1_54 NAND2_X1_55 OR2_X1_17 OR2_X1_18 XNOR2_X1_2 AND2_X1_11 NOR2_X1_17
XOR2_X1_69 INV_X1_10 NAND2_X1_47 NAND2_X1_48
XOR2_X1_70 INV_X1_7 NAND3_X1_10 AND2_X1_6 NAND4_X1_16 NOR2_X1_11 NAND3_X1_13 NAND4_X1_18
XOR2_X1_71 NAND4_X1_15 INV_X1_11 AND2_X1_6 NOR2_X1_11 NAND4_X1_17 NAND3_X1_14 NAND3_X1_17
XOR2_X1_72 INV_X1_8 NOR2_X1_9 NAND3_X1_11 NAND4_X1_16 AND2_X1_7 NAND3_X1_12 NAND4_X1_17
XOR2_X1_73 NAND4_X1_15 NOR2_X1_9 INV_X1_12 AND2_X1_7 NAND4_X1_18 NAND3_X1_15 NAND3_X1_16
XOR2_X1_74 INV_X1_9 NAND2_X1_48 NAND2_X1_49
XOR2_X1_75 AND2_X1_1 NOR2_X1_2 NOR2_X1_3 INV_X1_4 NAND2_X1_35 OR2_X1_4 NAND2_X1_38 NAND4_X1_5 NAND3_X1_5 NOR4_X1_6
XOR2_X1_76 OR2_X1_2 NOR3_X1_3 INV_X1_5 NAND2_X1_34 NOR4_X1_2 AND4_X1_2 NOR3_X1_8 NOR4_X1_4 AND2_X1_2 NOR2_X1_7 NAND4_X1_2 NOR4_X1_5 NAND4_X1_4 NAND3_X1_3 NAND4_X1_8 NAND4_X1_12 NAND3_X1_6 NOR4_X1_7 NAND4_X1_13
XOR2_X1_77 OR2_X1_2 INV_X1_3 NOR3_X1_4 NAND2_X1_34 NOR4_X1_1 AND4_X1_2 NOR4_X1_3 NAND4_X1_1 AND2_X1_2 NOR2_X1_7 NOR4_X1_5 NAND4_X1_7 NAND4_X1_9 NAND4_X1_13 NAND3_X1_9
XOR2_X1_78 NOR3_X1_2 NAND2_X1_33 INV_X1_6 NOR4_X1_1 NOR3_X1_6 AND4_X1_2 OR2_X1_3 NOR4_X1_4 NAND4_X1_1 NOR2_X1_6 NAND3_X1_1 NAND4_X1_2 NOR4_X1_5 NAND4_X1_3 AND2_X1_3 NAND4_X1_13 NAND3_X1_8
XOR2_X1_79 INV_X1_1 NAND2_X1_33 NOR3_X1_5 NOR4_X1_2 AND4_X1_2 NOR3_X1_7 OR2_X1_3 NOR4_X1_3 NOR2_X1_6 NOR4_X1_5 NAND4_X1_7 AND2_X1_3 NAND4_X1_12 NAND3_X1_7 NOR4_X1_8 NAND4_X1_13
XOR2_X1_80 AND2_X1_1 INV_X1_2 NOR2_X1_3 NOR2_X1_5 NAND2_X1_35 NAND2_X1_36 OR2_X1_4 NAND3_X1_2 NAND3_X1_4 NOR3_X1_11
AND2_X1_1 AOI22_X1_1 AOI22_X1_3 AOI22_X1_5 AOI22_X1_7 NAND4_X1_3 NAND4_X1_8 AOI22_X1_9 AOI22_X1_11
INV_X1_1 NOR3_X1_2 NOR4_X1_1 NOR3_X1_6 NOR4_X1_4 NAND4_X1_1 NAND3_X1_1 NAND4_X1_2 NAND4_X1_3 NAND3_X1_8
OR2_X1_2 NOR3_X1_2 NOR2_X1_4 NOR3_X1_7
NOR3_X1_2 AOI22_X1_1 AOI22_X1_10 AND2_X1_4
INV_X1_2 NOR2_X1_2 NAND2_X1_38 NAND4_X1_5 NAND3_X1_5 NOR4_X1_6
NOR2_X1_2 AOI22_X1_1 AOI22_X1_3 AOI22_X1_5 AOI22_X1_7 AOI22_X1_9 AOI22_X1_11
INV_X1_3 NOR3_X1_3 NOR4_X1_2 NOR3_X1_8 NOR4_X1_4 NAND4_X1_2 NAND4_X1_4 NAND3_X1_3 NAND4_X1_8 NAND4_X1_12 NAND3_X1_6 NOR4_X1_7
NAND2_X1_33 NOR3_X1_3 NOR2_X1_4 NOR3_X1_4
NOR3_X1_3 AOI22_X1_1 AOI22_X1_7 AOI22_X1_10
AOI22_X1_1 AND4_X1_1 NAND2_X1_45
NOR2_X1_3 AOI22_X1_2 AOI22_X1_4 AOI22_X1_6 AOI22_X1_8 NAND4_X1_4 NAND4_X1_9 AOI22_X1_10 AOI22_X1_12
NOR2_X1_4 AOI22_X1_2 AOI22_X1_9
INV_X1_4 NOR2_X1_5 NAND2_X1_36 NAND3_X1_2 NAND3_X1_4 NOR3_X1_11
NOR2_X1_5 AOI22_X1_2 AOI22_X1_4 AOI22_X1_6 AOI22_X1_8 AOI22_X1_10 AOI22_X1_12 AND2_X1_4
INV_X1_5 NOR3_X1_4 NOR4_X1_1 NOR4_X1_3 NAND4_X1_1 NAND4_X1_7 NAND4_X1_9 NAND3_X1_9
NOR3_X1_4 AOI22_X1_2
AOI22_X1_2 AND4_X1_1 NAND2_X1_45
INV_X1_6 NOR3_X1_5 NOR4_X1_2 NOR3_X1_7 NOR4_X1_3 NAND4_X1_7 NAND4_X1_12 NAND3_X1_7 NOR4_X1_8
NAND2_X1_34 NOR3_X1_5 NOR3_X1_6 NOR4_X1_6 NOR4_X1_8
NOR3_X1_5 AOI22_X1_3
NOR4_X1_1 AOI22_X1_3 AOI22_X1_8
AOI22_X1_3 AND4_X1_1 NAND2_X1_43
NOR3_X1_6 AOI22_X1_4 AOI22_X1_11
NOR4_X1_2 AOI22_X1_4 AOI22_X1_6
AOI22_X1_4 AND4_X1_1 NAND2_X1_43
AND4_X1_1 NAND4_X1_11 AND2_X1_5
AND4_X1_2 AOI22_X1_5 NAND3_X1_4
NOR3_X1_7 AOI22_X1_5 AOI22_X1_12
AOI22_X1_5 AND4_X1_3 NAND2_X1_40
OR2_X1_3 NOR3_X1_8 NOR4_X1_6 NOR4_X1_7
NOR3_X1_8 AOI22_X1_6 AOI22_X1_11
AOI22_X1_6 AND4_X1_3 NAND2_X1_40
NOR4_X1_3 AOI22_X1_7
AOI22_X1_7 AND4_X1_3 NAND2_X1_42
NOR4_X1_4 AOI22_X1_8 AOI22_X1_9
AOI22_X1_8 AND4_X1_3 NAND2_X1_42
AND4_X1_3 NAND4_X1_11
NAND2_X1_35 OAI22_X1_1 OAI22_X1_3 OAI22_X1_5 NOR4_X1_7 OAI22_X1_7 OAI22_X1_8 OAI22_X1_10
NAND2_X1_36 OAI22_X1_1 OAI22_X1_3 OAI22_X1_5 NOR2_X1_8 OAI22_X1_8 OAI22_X1_10
NAND4_X1_1 OAI22_X1_1 OAI22_X1_10
AND2_X1_2 NAND2_X1_37 NAND4_X1_5 NAND3_X1_7 NAND3_X1_8
NOR2_X1_6 NAND2_X1_37 NAND4_X1_4 NAND4_X1_5 NAND3_X1_6 NAND3_X1_9
NAND2_X1_37 OAI22_X1_1 OAI22_X1_11
OAI22_X1_1 NOR3_X1_9 NOR4_X1_10
OR2_X1_4 OAI22_X1_2 OAI22_X1_4 OAI22_X1_6 NOR4_X1_8 OAI22_X1_7 OAI22_X1_9 OAI22_X1_11
NAND2_X1_38 OAI22_X1_2 OAI22_X1_4 OAI22_X1_6 OAI22_X1_9 OAI22_X1_11
NOR2_X1_7 NAND3_X1_1 NAND4_X1_3 NAND2_X1_39
NAND3_X1_1 OAI22_X1_2
NAND4_X1_2 OAI22_X1_2 OAI22_X1_3
OAI22_X1_2 NOR3_X1_9 NOR4_X1_10
NOR4_X1_5 NAND3_X1_2 NAND3_X1_5 AOI22_X1_12
NAND3_X1_2 NAND4_X1_6
NAND4_X1_3 NAND4_X1_6
NAND4_X1_4 NAND4_X1_6
NAND4_X1_5 NAND4_X1_6
NAND4_X1_6 NOR3_X1_9 NOR4_X1_13
NOR3_X1_9 NAND4_X1_11
NAND4_X1_7 OAI22_X1_3 OAI22_X1_6
OAI22_X1_3 NOR3_X1_10 OR2_X1_5
AND2_X1_3 NAND2_X1_39 NAND3_X1_3 NAND4_X1_8 NAND4_X1_9
NAND2_X1_39 OAI22_X1_4 OAI22_X1_7
NAND3_X1_3 OAI22_X1_4 NOR2_X1_8
OAI22_X1_4 NOR3_X1_10 OR2_X1_5
NAND4_X1_8 NAND4_X1_10
NAND3_X1_4 NAND4_X1_10
NAND3_X1_5 NAND4_X1_10
NAND4_X1_9 NAND4_X1_10
NAND4_X1_10 NOR3_X1_10
NOR3_X1_10 NAND4_X1_11
NAND4_X1_11 OAI211_X1_1 OAI211_X1_2 OAI211_X1_3 OAI211_X1_4
AOI22_X1_9 AND4_X1_4 NAND2_X1_41
AOI22_X1_10 AND4_X1_4 NAND2_X1_41
AOI22_X1_11 AND4_X1_4 NAND2_X1_44
AOI22_X1_12 AND4_X1_4 NAND2_X1_44
AND4_X1_4 NAND4_X1_14
NAND4_X1_12 OAI22_X1_5 OAI22_X1_7
NAND3_X1_6 OAI22_X1_5 OAI22_X1_10
OAI22_X1_5 NOR3_X1_12 NOR4_X1_13 OR3_X1_2
NAND3_X1_7 OAI22_X1_6 OAI22_X1_8
OAI22_X1_6 NOR3_X1_12 NOR4_X1_13 OR3_X1_2
NOR4_X1_6 OR4_X1_2
NOR4_X1_7 OR4_X1_2
NOR4_X1_8 OR4_X1_2
NAND4_X1_13 NOR3_X1_11 OAI22_X1_9
NOR3_X1_11 OR4_X1_2
OR4_X1_2 NOR3_X1_12 OR3_X1_2
NOR3_X1_12 NAND4_X1_14
OAI22_X1_7 NOR3_X1_13 OR3_X1_1
NOR2_X1_8 NOR3_X1_13 OR3_X1_1
AND2_X1_4 NOR3_X1_13 OR3_X1_1
NOR3_X1_13 NAND4_X1_14
NAND3_X1_8 OAI22_X1_8 OAI22_X1_11
OAI22_X1_8 NOR4_X1_9 OR2_X1_6
NAND3_X1_9 OAI22_X1_9
OAI22_X1_9 NOR4_X1_9 OR2_X1_6
OAI22_X1_10 NOR4_X1_9
OAI22_X1_11 NOR4_X1_9
NOR4_X1_9 NAND4_X1_14 AND2_X1_5
NAND4_X1_14 OAI211_X1_1 OAI211_X1_2 OAI211_X1_3 OAI211_X1_4
NAND2_X1_40 NOR3_X1_14 NOR4_X1_12 NOR3_X1_15
NAND2_X1_41 NOR3_X1_14 NOR4_X1_11
OR2_X1_5 NOR3_X1_14 NOR3_X1_16
NOR3_X1_14 OAI211_X1_1
AND2_X1_5 OAI211_X1_1
OAI211_X1_1 XOR2_X1_2
NAND2_X1_42 NOR4_X1_10 NOR4_X1_12
OR3_X1_1 NOR4_X1_10 NOR3_X1_15
NOR4_X1_10 OAI211_X1_2
NAND2_X1_43 NOR4_X1_11 NOR3_X1_16
NAND2_X1_44 NOR4_X1_11 NOR4_X1_13 NOR3_X1_15
OR2_X1_6 NOR4_X1_11 NOR4_X1_12
NOR4_X1_11 OAI211_X1_2
OAI211_X1_2 XOR2_X1_10
NAND2_X1_45 NOR4_X1_12
NOR4_X1_12 OAI211_X1_3
NOR4_X1_13 OAI211_X1_3
OAI211_X1_3 XOR2_X1_16
NOR3_X1_15 OAI211_X1_4
OR3_X1_2 NOR3_X1_16
NOR3_X1_16 OAI211_X1_4
OAI211_X1_4 XOR2_X1_24
INV_X1_7 NAND4_X1_15 NAND4_X1_17 NAND3_X1_14 NAND3_X1_17
INV_X1_8 NAND4_X1_15 NAND4_X1_18 NAND3_X1_15 NAND3_X1_16
NAND4_X1_15 OAI22_X1_12 OAI22_X1_18 OAI22_X1_20 OAI22_X1_37
INV_X1_9 NAND2_X1_46 NAND2_X1_47
INV_X1_10 NAND2_X1_46 NAND2_X1_49
NAND2_X1_46 OAI22_X1_12 OAI22_X1_15 OAI22_X1_17 OAI22_X1_19 OAI22_X1_21 OAI22_X1_23 OAI22_X1_25 OAI22_X1_27 OAI22_X1_29 OAI22_X1_31 OAI22_X1_33 OAI22_X1_35 OAI22_X1_37 OAI22_X1_39 OAI22_X1_41
NAND2_X1_47 OAI22_X1_12 OAI22_X1_15 OAI22_X1_17 OAI22_X1_19 OAI22_X1_21 OAI22_X1_23 OAI22_X1_25 OAI22_X1_27 OAI22_X1_29 OAI22_X1_31 OAI22_X1_33 OAI22_X1_35 OAI22_X1_37 OAI22_X1_39 OAI22_X1_41
INV_X1_11 NAND3_X1_10 NAND4_X1_16 NAND3_X1_13 NAND4_X1_18
NOR2_X1_9 NAND3_X1_10 NAND2_X1_50 NAND2_X1_52 NAND3_X1_14
NAND3_X1_10 OAI22_X1_12 OAI22_X1_30 OAI22_X1_38
OAI22_X1_12 NOR2_X1_10 NOR4_X1_20
NAND2_X1_48 OAI22_X1_13 OAI22_X1_14 OAI22_X1_16 OAI22_X1_18 OAI22_X1_20 OAI22_X1_22 OAI22_X1_24 OAI22_X1_26 OAI22_X1_28 OAI22_X1_30 OAI22_X1_32 OAI22_X1_34 OAI22_X1_36 OAI22_X1_38 OAI22_X1_40
NAND2_X1_49 OAI22_X1_13 OAI22_X1_14 OAI22_X1_16 OAI22_X1_18 OAI22_X1_20 OAI22_X1_22 OAI22_X1_24 OAI22_X1_26 OAI22_X1_28 OAI22_X1_30 OAI22_X1_32 OAI22_X1_34 OAI22_X1_36 OAI22_X1_38 OAI22_X1_40
AND2_X1_6 NAND2_X1_50 NAND3_X1_11 NAND2_X1_51 NAND3_X1_15
NAND2_X1_50 OAI22_X1_13 OAI22_X1_19 OAI22_X1_22 OAI22_X1_31
INV_X1_12 NAND3_X1_11 NAND4_X1_16 NAND3_X1_12 NAND4_X1_17
NAND3_X1_11 OAI22_X1_13 OAI22_X1_31 OAI22_X1_35 OAI22_X1_36
OAI22_X1_13 NOR2_X1_10 NOR4_X1_20
NOR2_X1_10 AND2_X1_8
NAND4_X1_16 OAI22_X1_14 OAI22_X1_23 OAI22_X1_34 OAI22_X1_37
AND2_X1_7 NAND2_X1_51 NAND3_X1_13 NAND2_X1_53 NAND3_X1_17
NAND2_X1_51 OAI22_X1_14 OAI22_X1_27 OAI22_X1_32 OAI22_X1_41
OAI22_X1_14 NOR4_X1_14 OR2_X1_15
NOR2_X1_11 NAND3_X1_12 NAND2_X1_52 NAND2_X1_53 NAND3_X1_16
NAND3_X1_12 OAI22_X1_15 OAI22_X1_16 OAI22_X1_25 OAI22_X1_40
NAND2_X1_52 OAI22_X1_15 OAI22_X1_17 OAI22_X1_28
OAI22_X1_15 NOR4_X1_14 OR2_X1_15
NAND3_X1_13 OAI22_X1_16 OAI22_X1_26 OAI22_X1_29 OAI22_X1_33
OAI22_X1_16 NOR4_X1_14
NAND4_X1_17 OAI22_X1_17 OAI22_X1_34 OAI22_X1_39
OAI22_X1_17 NOR4_X1_14
NOR4_X1_14 AND2_X1_8 NAND4_X1_20 NAND4_X1_21
AND2_X1_8 OAI211_X1_5
NAND3_X1_14 OAI22_X1_18 OAI22_X1_35 OAI22_X1_39 OAI22_X1_40
OAI22_X1_18 NOR4_X1_15 OR2_X1_7
NAND4_X1_18 OAI22_X1_19 OAI22_X1_24 OAI22_X1_29 OAI22_X1_38
OAI22_X1_19 NOR4_X1_15 OR2_X1_7
NAND3_X1_15 OAI22_X1_20 OAI22_X1_24 OAI22_X1_41
OAI22_X1_20 NOR4_X1_15 OR2_X1_14
NAND2_X1_53 OAI22_X1_21 OAI22_X1_25 OAI22_X1_28 OAI22_X1_32
NAND3_X1_16 OAI22_X1_21 OAI22_X1_22 OAI22_X1_26 OAI22_X1_33
OAI22_X1_21 NOR4_X1_15 OR2_X1_14
NOR4_X1_15 NAND4_X1_19
OAI22_X1_22 NOR4_X1_16 OR2_X1_8
NAND3_X1_17 OAI22_X1_23 OAI22_X1_27 OAI22_X1_30 OAI22_X1_36
OAI22_X1_23 NOR4_X1_16 OR2_X1_8
OAI22_X1_24 NOR4_X1_16 OR2_X1_13
OAI22_X1_25 NOR4_X1_16 OR2_X1_13
NOR4_X1_16 NAND4_X1_19 NAND4_X1_21
OAI22_X1_26 NOR4_X1_17 OR2_X1_9
OAI22_X1_27 NOR4_X1_17 OR2_X1_9
OAI22_X1_28 NOR4_X1_17
OAI22_X1_29 NOR4_X1_17
NOR4_X1_17 NAND4_X1_19
OAI22_X1_30 NOR4_X1_18 OR2_X1_11
OAI22_X1_31 NOR4_X1_18 OR2_X1_11
OAI22_X1_32 NOR4_X1_18 OR2_X1_10
OAI22_X1_33 NOR4_X1_18 OR2_X1_10
NOR4_X1_18 NAND4_X1_19
NAND4_X1_19 OAI211_X1_5 OAI211_X1_6 OAI211_X1_7
OAI22_X1_34 NOR4_X1_19 NOR4_X1_22
OAI22_X1_35 NOR4_X1_19 NOR4_X1_22
OAI22_X1_36 NOR4_X1_19 NOR3_X1_17
OAI22_X1_37 NOR4_X1_19 NOR3_X1_17
NOR4_X1_19 NAND4_X1_20
OAI22_X1_38 NOR2_X1_12 OR2_X1_16
OAI22_X1_39 NOR2_X1_12 OR2_X1_16
NOR2_X1_12 NAND4_X1_20
OAI22_X1_40 NOR4_X1_20 OR2_X1_12
OAI22_X1_41 NOR4_X1_20 OR2_X1_12
NOR4_X1_20 NAND4_X1_20
NAND4_X1_20 OAI211_X1_5 OAI211_X1_6 OAI211_X1_7
